,Publisher,count,Source_new
4306,"Cairo Univ, Cairo, Egypt",5,others
4307,Caister Academic Press,3,others
4308,Calcified Tissue International,156,Calcified Tissue International
4309,Calculus of Variations and Partial Differential Equations,227,Calculus of Variations and Partial Differential Equations
4310,California Agriculture,1,others
4311,"California Malacozoological Society, Inc.",1,others
4312,Calphad,2,others
4313,Calphad: Computer Coupling of Phase Diagrams and Thermochemistry,35,Calphad: Computer Coupling of Phase Diagrams and Thermochemistry
4314,Cambrian Medieval Celtic Studies,1,others
4315,Cambridge Archaeological Journal,2,others
4316,Cambridge Journal of Economics,99,Cambridge Journal of Economics
4317,"Cambridge Journal of Regions, Economy and Society",8,others
4318,Cambridge Law Journal,1,others
4319,Cambridge Medical Publications,29,Cambridge Medical Publications
4320,Cambridge Opera Journal,3,others
4321,Cambridge Quarterly of Healthcare Ethics,3,others
4322,Cambridge Review of International Affairs,4,others
4323,Cambridge Scientific Abstracts,1,others
4324,Cambridge Scientific Publishers,11,Cambridge Scientific Publishers
4325,"Cambridge Univ Press, Cambridge, United Kingdom",1,others
4326,"Cambridge Univ Press, New York, NY, United States",15,"Cambridge Univ Press, New York, NY, United States"
4327,Cambridge University Press,6154,Cambridge University Press
4328,Camel Publishing House,2,others
4329,Camford Publishing Ltd,1,others
4330,Campus-Wide Information Systems,1,others
4331,"Can Soc for Chem Eng, Ottawa",5,others
4332,Canadian Academic Accounting Association,1,others
4333,Canadian Acoustical Association,16,Canadian Acoustical Association
4334,Canadian Aeronautics and Space Institute,3,others
4335,Canadian Anaesthetists Society Journal,1,others
4336,Canadian Anaesthetists' Society,15,Canadian Anaesthetists' Society
4337,Canadian Anaesthetists' Society Journal,4,others
4338,Canadian Association for Translation Studies,6,others
4339,Canadian Association of Radiologists Journal,4,others
4340,Canadian Association on Water Quality,2,others
4341,Canadian Center of Science and Education,4,others
4342,Canadian Conference on Electrical and Computer Engineering,2,others
4343,Canadian Dental Association,2,others
4344,Canadian Dental Hygienists Association,1,others
4345,Canadian Energy Research Institute,1,others
4346,Canadian Entomologist,8,others
4347,Canadian Family Physician,2,others
4348,Canadian Geographer / Le Géographe canadien,1,others
4349,Canadian Geotechnical Journal,69,Canadian Geotechnical Journal
4350,Canadian Geriatrics Society,1,others
4351,Canadian Institute of Forestry,3,others
4352,Canadian Institute of Geomatics,1,others
4353,Canadian Institute of International Affairs,1,others
4354,"Canadian Institute of Mining, Metallurgy and Petroleum",1,others
4355,Canadian Journal of Administrative Sciences,2,others
4356,Canadian Journal of Agricultural Economics,4,others
4357,Canadian Journal of Anaesthesia,2,others
4358,Canadian Journal of Analytical Sciences and Spectroscopy,6,others
4359,Canadian Journal of Anesthesia,1,others
4360,Canadian Journal of Animal Science,4,others
4361,Canadian Journal of Biochemistry,1,others
4362,Canadian Journal of Biochemistry and Cell Biology,2,others
4363,Canadian Journal of Botany,10,others
4364,Canadian Journal of Cardiology,32,Canadian Journal of Cardiology
4365,Canadian Journal of Chemical Engineering,8,others
4366,Canadian Journal of Chemistry,36,Canadian Journal of Chemistry
4367,Canadian Journal of Civil Engineering,9,others
4368,Canadian Journal of Comparative Medicine,1,others
4369,Canadian Journal of Development Studies,3,others
4370,Canadian Journal of Earth Sciences,11,Canadian Journal of Earth Sciences
4371,Canadian Journal of Economics,5,others
4372,Canadian Journal of Education,2,others
4373,Canadian Journal of Electrical and Computer Engineering,2,others
4374,Canadian Journal of Emergency Medicine,1,others
4375,Canadian Journal of Experimental Psychology,10,others
4376,Canadian Journal of Fisheries and Aquatic Sciences,7,others
4377,Canadian Journal of Forest Research,34,Canadian Journal of Forest Research
4378,Canadian Journal of Gastroenterology,1,others
4379,Canadian Journal of Genetics and Cytology,2,others
4380,Canadian Journal of Law and Society,1,others
4381,Canadian Journal of Linguistics,1,others
4382,Canadian Journal of Mathematics,6,others
4383,Canadian Journal of Microbiology,52,Canadian Journal of Microbiology
4384,Canadian Journal of Neurological Sciences,27,Canadian Journal of Neurological Sciences
4385,Canadian Journal of Neurological Sciences / Journal Canadien des Sciences Neurologiques,20,Canadian Journal of Neurological Sciences / Journal Canadien des Sciences Neurologiques
4386,Canadian Journal of Pharmaceutical Sciences,1,others
4387,Canadian Journal of Physics,19,Canadian Journal of Physics
4388,Canadian Journal of Physiology and Pharmacology,28,Canadian Journal of Physiology and Pharmacology
4389,Canadian Journal of Plant Pathology,6,others
4390,Canadian Journal of Program Evaluation,1,others
4391,Canadian Journal of Psychiatry,1,others
4392,Canadian Journal of Remote Sensing,11,Canadian Journal of Remote Sensing
4393,"Canadian Journal of Science, Mathematics and Technology Education",4,others
4394,Canadian Journal of Soil Science,6,others
4395,Canadian Journal of Statistics,5,others
4396,Canadian Journal of Surgery,2,others
4397,Canadian Journal of Urology,12,Canadian Journal of Urology
4398,Canadian Journal of Veterinary Research,6,others
4399,Canadian Journal of Zoology,37,Canadian Journal of Zoology
4400,Canadian Mathematical Bulletin,18,Canadian Mathematical Bulletin
4401,Canadian Mathematical Society,57,Canadian Mathematical Society
4402,Canadian Medical Association,82,Canadian Medical Association
4403,Canadian Metallurgical Quarterly,1,others
4404,Canadian Mineralogist,135,Canadian Mineralogist
4405,Canadian Online Publication Group,1,others
4406,Canadian Philosophy Education Society,1,others
4407,Canadian Psychiatric Association,13,Canadian Psychiatric Association
4408,Canadian Psychological Association,2,others
4409,Canadian Public Health Association,1,others
4410,Canadian Review of Sociology/Revue canadienne de sociologie,1,others
4411,Canadian Science Publishing,273,Canadian Science Publishing
4412,Canadian Society for Chemical Engineering,25,Canadian Society for Chemical Engineering
4413,Canadian Society for Italian Studies,14,Canadian Society for Italian Studies
4414,Canadian Society for Mechanical Engineering,9,others
4415,Canadian Society for Pharmaceutical Sciences,7,others
4416,Canadian Society of Clinical Pharmacology,1,others
4417,Canadian Sociology and Anthropology Association,1,others
4418,Canadian Urological Association,23,Canadian Urological Association
4419,Canadian Veterinary Journal,22,Canadian Veterinary Journal
4420,Canadian Veterinary Medical Association,26,Canadian Veterinary Medical Association
4421,Canadian journal of physics,2,others
4422,Canadian journal of physiology and pharmacology,2,others
4423,Canadian journal of surgery. Journal canadien de chirurgie,2,others
4424,Cancer,1013,Cancer
4425,Cancer Biochemistry Biophysics,13,Cancer Biochemistry Biophysics
4426,Cancer Biology and Medicine,10,others
4427,Cancer Biology and Therapy,49,Cancer Biology and Therapy
4428,Cancer Biomarkers,9,others
4429,Cancer Biotherapy,1,others
4430,Cancer Biotherapy and Radiopharmaceuticals,17,Cancer Biotherapy and Radiopharmaceuticals
4431,Cancer Causes and Control,120,Cancer Causes and Control
4432,Cancer Cell,2,others
4433,Cancer Cell International,9,others
4434,Cancer Chemotherapy and Pharmacology,137,Cancer Chemotherapy and Pharmacology
4435,"Cancer Chemotherapy and Pharmacology, Supplement",2,others
4436,Cancer Cytology,3,others
4437,Cancer Cytopathology,13,Cancer Cytopathology
4438,Cancer Detection and Prevention,28,Cancer Detection and Prevention
4439,Cancer Discovery,16,Cancer Discovery
4440,Cancer Drug Delivery,2,others
4441,Cancer Epidemiology,22,Cancer Epidemiology
4442,Cancer Epidemiology Biomarkers and Prevention,261,Cancer Epidemiology Biomarkers and Prevention
4443,Cancer Gene Therapy,35,Cancer Gene Therapy
4444,Cancer Genetics,20,Cancer Genetics
4445,Cancer Genetics and Cytogenetics,363,Cancer Genetics and Cytogenetics
4446,Cancer Imaging,7,others
4447,Cancer Immunology Immunotherapy,13,Cancer Immunology Immunotherapy
4448,Cancer Immunology Research,3,others
4449,"Cancer Immunology, Immunotherapy",43,"Cancer Immunology, Immunotherapy"
4450,Cancer Informatics,1,others
4451,"Cancer Information Group, LP",42,"Cancer Information Group, LP"
4452,Cancer Intelligence,29,Cancer Intelligence
4453,Cancer Investigation,50,Cancer Investigation
4454,Cancer Journal,31,Cancer Journal
4455,Cancer Journal from Scientific American,3,others
4456,Cancer Letters,333,Cancer Letters
4457,Cancer Management and Research,5,others
4458,Cancer Medicine,4,others
4459,Cancer Metastasis - Biology and Treatment,2,others
4460,Cancer Microenvironment,2,others
4461,Cancer Molecular Biology,1,others
4462,Cancer Nursing,8,others
4463,Cancer Prevention Research,23,Cancer Prevention Research
4464,Cancer Research,1277,Cancer Research
4465,Cancer Research Institute Slovak Acad. of Sciences,1,others
4466,Cancer Research Therapy and Control,1,others
4467,"Cancer Research, Therapy and Control",1,others
4468,Cancer Science,30,Cancer Science
4469,Cancer Surveys,1,others
4470,Cancer Therapy,3,others
4471,Cancer Treatment Reports,31,Cancer Treatment Reports
4472,Cancer Treatment Reviews,25,Cancer Treatment Reviews
4473,Cancer Treatment and Research Communications,1,others
4474,Cancer biochemistry biophysics,4,others
4475,Cancer biomarkers : section A of Disease markers,1,others
4476,Cancer detection and prevention,20,Cancer detection and prevention
4477,"Cancer detection and prevention. Supplement : official publication of the International Society for Preventive Oncology, Inc",4,others
4478,Cancer imaging : the official publication of the International Cancer Imaging Society,1,others
4479,Cancer immunology research,1,others
4480,Cancer medicine,4,others
4481,Cancer treatment and research,1,others
4482,Cancer/Radiotherapie,6,others
4483,Cancers,24,Cancers
4484,Candollea,16,Candollea
4485,Capital and Class,2,others
4486,Caplletra,1,others
4487,"Cappelen Damm Akademisk, Nordic Open Scholarly Publishing (NOASP)",2,others
4488,Cappelli Editore,90,Cappelli Editore
4489,Capsula Eburnea,24,Capsula Eburnea
4490,Capturing Intelligence,5,others
4491,Caravelle,1,others
4492,Carbohydrate Letters,6,others
4493,Carbohydrate Polymers,205,Carbohydrate Polymers
4494,Carbohydrate Research,311,Carbohydrate Research
4495,Carbon,167,Carbon
4496,Carbon - Science and Technology,4,others
4497,Carbon Management,1,others
4498,Carbonates and Evaporites,3,others
4499,Carcinogenesis,349,Carcinogenesis
4500,Cardarelli,8,others
4501,Carden Jennings Publishing Co. Ltd,7,others
4502,Cardiac Electrophysiology Review,8,others
4503,CardioFront LLC,22,CardioFront LLC
4504,CardioVascular and Interventional Radiology,87,CardioVascular and Interventional Radiology
4505,Cardiocore,1,others
4506,Cardiologia,270,Cardiologia
4507,"Cardiologia (Rome, Italy)",668,"Cardiologia (Rome, Italy)"
4508,Cardiologia Pratica,62,Cardiologia Pratica
4509,Cardiology,52,Cardiology
4510,Cardiology (Switzerland),141,Cardiology (Switzerland)
4511,Cardiology Academic Press,8,others
4512,Cardiology Board Review,11,Cardiology Board Review
4513,Cardiology Journal,8,others
4514,Cardiology Research and Practice,11,Cardiology Research and Practice
4515,Cardiology Review,20,Cardiology Review
4516,Cardiology in the Elderly,2,others
4517,Cardiology in the Young,40,Cardiology in the Young
4518,Cardiology in the young,7,others
4519,Cardiomyology,12,Cardiomyology
4520,Cardioscience,36,Cardioscience
4521,Cardiovascular Diabetology,38,Cardiovascular Diabetology
4522,Cardiovascular Diseases,3,others
4523,Cardiovascular Drug Reviews,5,others
4524,Cardiovascular Drugs and Therapy,66,Cardiovascular Drugs and Therapy
4525,Cardiovascular Engineering,4,others
4526,Cardiovascular Engineering and Technology,12,Cardiovascular Engineering and Technology
4527,Cardiovascular Imaging,50,Cardiovascular Imaging
4528,Cardiovascular Journal of Africa,8,others
4529,Cardiovascular Medicine,2,others
4530,Cardiovascular Pathology,69,Cardiovascular Pathology
4531,Cardiovascular Psychiatry and Neurology,3,others
4532,Cardiovascular Radiation Medicine,1,others
4533,Cardiovascular Research,199,Cardiovascular Research
4534,Cardiovascular Revascularization Medicine,21,Cardiovascular Revascularization Medicine
4535,Cardiovascular Reviews and Reports,3,others
4536,Cardiovascular Surgery,8,others
4537,Cardiovascular Therapeutics,13,Cardiovascular Therapeutics
4538,Cardiovascular Toxicology,10,others
4539,Cardiovascular Ultrasound,52,Cardiovascular Ultrasound
4540,Cardiovascular and Hematological Agents in Medicinal Chemistry,8,others
4541,Cardiovascular and Hematological Disorders - Drug Targets,5,others
